SolicitudID; Nro solicitud;EnsayoID;ensayo solicitado ;Fecha de creación;Forma de pago;ClienteId;RazonSocial;CUIT_CUIL;EspecieNombre;Condicion_semilla;Fecha inicio ensayo;FechaFinalizacion;Variedad;Baja;PG (normales)%;Año;Moneda;precio_lista;Porcentaje de Bonificación
9258;430310;23;Primer Conteo;2026-02-03 09:22:57.203;Cuenta corriente;1453;La Cosechadora S.R.L.;30-51837852-6;Garbanzo;natural;2026-02-03 09:22:57.203;2026-02-16 00:00:00.000;;;;2026;ARS;19500;15.0
9259;430311;2;Poder Germinativo curado;2026-02-03 09:23:16.377;Cuenta corriente;1453;La Cosechadora S.R.L.;30-51837852-6;Garbanzo;natural;2026-02-03 09:23:16.377;2026-02-16 00:00:00.000;;;67.0;2026;ARS;64500.0;15.0
9260;430311;23;Primer Conteo;2026-02-03 09:23:16.377;Cuenta corriente;1453;La Cosechadora S.R.L.;30-51837852-6;Garbanzo;natural;2026-02-03 09:23:16.377;2026-02-16 00:00:00.000;;;;2026;ARS;19500;15.0
9261;430312;1;Poder Germinativo sin curar;2026-02-03 09:30:41.373;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Centeno;natural;2026-02-03 09:30:41.373;2026-02-16 00:00:00.000;;;98.0;2026;ARS;64500.0;25.0
9262;430313;1;Poder Germinativo sin curar;2026-02-03 09:46:25.693;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:46:25.693;2026-02-19 00:00:00.000;SILVEROSA;;99.0;2026;ARS;64500.0;20.0
9263;430313;5;Pureza Física;2026-02-03 09:46:25.693;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:46:25.693;2026-02-19 00:00:00.000;SILVEROSA;;;2026;ARS;57000.0;20.0
9264;430314;1;Poder Germinativo sin curar;2026-02-03 09:47:15.373;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:47:15.373;2026-02-19 00:00:00.000;SILVERADO;;98.0;2026;ARS;64500.0;20.0
9265;430314;5;Pureza Física;2026-02-03 09:47:15.373;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:47:15.373;2026-02-19 00:00:00.000;SILVERADO;;;2026;ARS;57000.0;20.0
9266;430315;1;Poder Germinativo sin curar;2026-02-03 09:47:49.657;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:47:49.657;2026-02-19 00:00:00.000;SILVERSKY;;98.0;2026;ARS;64500.0;20.0
9267;430315;1;Poder Germinativo sin curar;2026-02-03 09:47:49.657;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:47:49.657;2026-02-19 00:00:00.000;SILVERSKY;;98.0;2026;ARS;64500.0;20.0
9268;430315;5;Pureza Física;2026-02-03 09:47:49.657;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:47:49.657;2026-02-19 00:00:00.000;SILVERSKY;;;2026;ARS;57000.0;20.0
9269;430315;5;Pureza Física;2026-02-03 09:47:49.657;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:47:49.657;2026-02-19 00:00:00.000;SILVERSKY;;;2026;ARS;57000.0;20.0
9270;430316;1;Poder Germinativo sin curar;2026-02-03 09:48:42.320;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:48:42.320;2026-02-19 00:00:00.000;SIRIVER;;96.0;2026;ARS;64500.0;20.0
9271;430316;5;Pureza Física;2026-02-03 09:48:42.320;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Alfalfa;natural;2026-02-03 09:48:42.320;2026-02-19 00:00:00.000;SIRIVER;;;2026;ARS;57000.0;20.0
9272;430317;1;Poder Germinativo sin curar;2026-02-03 09:50:14.557;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Lotus corniculatus;natural;2026-02-03 09:50:14.557;2026-02-21 00:00:00.000;;;63.0;2026;ARS;64500.0;20.0
9273;430318;3;Poder germinativo sin curar;2026-02-03 09:52:03.773;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Grama Rhodes;recubierta;2026-02-03 09:52:03.773;2026-02-23 00:00:00.000;KATAMBORA;;;2026;ARS;64500.0;20.0
9274;430318;7;Viabilidad Ensayo por Tetrazolio;2026-02-03 09:52:03.773;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Grama Rhodes;recubierta;2026-02-03 09:52:03.773;2026-02-23 00:00:00.000;KATAMBORA;;;2026;ARS;117000.0;20.0
9275;430318;3;Poder germinativo sin curar;2026-02-03 09:52:03.773;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Grama Rhodes;recubierta;2026-02-03 09:52:03.773;2026-02-23 00:00:00.000;KATAMBORA;;;2026;ARS;64500.0;20.0
9276;430318;16;Repeticiones en Peso;2026-02-03 09:52:03.773;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Grama Rhodes;recubierta;2026-02-03 09:52:03.773;2026-02-23 00:00:00.000;KATAMBORA;;;2026;ARS;30000.0;20.0
9277;430318;7;Viabilidad Ensayo por Tetrazolio;2026-02-03 09:52:03.773;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Grama Rhodes;recubierta;2026-02-03 09:52:03.773;2026-02-23 00:00:00.000;KATAMBORA;;;2026;ARS;117000.0;20.0
9278;430319;1;Poder Germinativo sin curar;2026-02-03 10:04:36.547;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Festuca;natural;2026-02-03 10:04:36.547;2026-02-23 00:00:00.000;FAWN;;;2026;ARS;64500.0;20.0
9279;430319;9;Festucosis;2026-02-03 10:04:36.547;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Festuca;natural;2026-02-03 10:04:36.547;2026-02-23 00:00:00.000;FAWN;;;2026;ARS;78000;20.0
9280;430319;9;Festucosis;2026-02-03 10:04:36.547;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Festuca;natural;2026-02-03 10:04:36.547;2026-02-23 00:00:00.000;FAWN;;;2026;ARS;78000;20.0
9281;430320;1;Poder Germinativo sin curar;2026-02-03 10:29:43.290;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Festuca;natural;2026-02-03 10:29:43.290;2026-02-23 00:00:00.000;FAWN;;96.0;2026;ARS;64500.0;20.0
9282;430321;3;Poder germinativo sin curar;2026-02-03 10:33:15.510;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Urochloa Ruziziensis;recubierta;2026-02-03 10:33:15.510;2026-02-25 00:00:00.000;RUZIZIENSIS;;;2026;ARS;64500.0;20.0
9283;430321;7;Viabilidad Ensayo por Tetrazolio;2026-02-03 10:33:15.510;Cuenta corriente;62;Agroservicios Pampa S.A.;33-39587039-7;Urochloa Ruziziensis;recubierta;2026-02-03 10:33:15.510;2026-02-25 00:00:00.000;RUZIZIENSIS;;;2026;ARS;117000.0;20.0
9284;430322;1;Poder Germinativo sin curar;2026-02-09 13:53:11.890;Cuenta corriente;6050;Ricardo Navarro;27-81690398-2;Maíz;tratada;2026-02-09 13:53:11.890;2026-02-17 00:00:00.000;;;99.0;2026;ARS;64500.0;0.0
9285;430322;23;Primer Conteo;2026-02-09 13:53:11.890;Cuenta corriente;6050;Ricardo Navarro;27-81690398-2;Maíz;tratada;2026-02-09 13:53:11.890;2026-02-17 00:00:00.000;;;;2026;ARS;19500;0.0
9286;430398;1;Poder Germinativo sin curar;2026-02-04 09:36:00.407;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:36:00.407;2026-02-16 00:00:00.000;NEO 51T25;;99.0;2026;ARS;64500.0;0.0
9287;430398;2;Poder Germinativo curado;2026-02-04 09:36:00.407;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:36:00.407;2026-02-16 00:00:00.000;NEO 51T25;;99.0;2026;ARS;64500.0;0.0
9288;430399;1;Poder Germinativo sin curar;2026-02-04 09:39:00.757;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:39:00.757;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9289;430399;2;Poder Germinativo curado;2026-02-04 09:39:00.757;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:39:00.757;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9290;430400;1;Poder Germinativo sin curar;2026-02-04 09:41:19.957;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:41:19.957;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9291;430400;2;Poder Germinativo curado;2026-02-04 09:41:19.957;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:41:19.957;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9292;430401;1;Poder Germinativo sin curar;2026-02-04 09:42:43.257;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:42:43.257;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9293;430401;2;Poder Germinativo curado;2026-02-04 09:42:43.257;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:42:43.257;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9294;430402;1;Poder Germinativo sin curar;2026-02-04 09:45:57.923;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:45:57.923;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9295;430402;2;Poder Germinativo curado;2026-02-04 09:45:57.923;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:45:57.923;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9296;430403;1;Poder Germinativo sin curar;2026-02-04 09:47:05.823;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:47:05.823;2026-02-16 00:00:00.000;NEO 51T25;;97.0;2026;ARS;64500.0;0.0
9297;430403;2;Poder Germinativo curado;2026-02-04 09:47:05.823;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:47:05.823;2026-02-16 00:00:00.000;NEO 51T25;;97.0;2026;ARS;64500.0;0.0
9298;430404;1;Poder Germinativo sin curar;2026-02-04 09:48:07.050;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:48:07.050;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9299;430404;2;Poder Germinativo curado;2026-02-04 09:48:07.050;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:48:07.050;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9300;430405;1;Poder Germinativo sin curar;2026-02-04 09:49:25.123;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:49:25.123;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9301;430405;2;Poder Germinativo curado;2026-02-04 09:49:25.123;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:49:25.123;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9302;430406;1;Poder Germinativo sin curar;2026-02-04 09:50:33.933;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:50:33.933;2026-02-16 00:00:00.000;NEO 51T25;;99.0;2026;ARS;64500.0;0.0
9303;430406;2;Poder Germinativo curado;2026-02-04 09:50:33.933;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:50:33.933;2026-02-16 00:00:00.000;NEO 51T25;;99.0;2026;ARS;64500.0;0.0
9304;430407;1;Poder Germinativo sin curar;2026-02-04 09:51:37.170;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:51:37.170;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9305;430407;2;Poder Germinativo curado;2026-02-04 09:51:37.170;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:51:37.170;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9306;430408;1;Poder Germinativo sin curar;2026-02-04 09:52:29.787;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:52:29.787;2026-02-16 00:00:00.000;NEO 51T25;;99.0;2026;ARS;64500.0;0.0
9307;430408;2;Poder Germinativo curado;2026-02-04 09:52:29.787;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 09:52:29.787;2026-02-16 00:00:00.000;NEO 51T25;;99.0;2026;ARS;64500.0;0.0
9308;430409;1;Poder Germinativo sin curar;2026-02-04 11:17:35.333;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:17:35.333;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9309;430409;2;Poder Germinativo curado;2026-02-04 11:17:35.333;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:17:35.333;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9310;430410;1;Poder Germinativo sin curar;2026-02-04 11:21:21.287;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:21:21.287;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9311;430410;2;Poder Germinativo curado;2026-02-04 11:21:21.287;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:21:21.287;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9312;430411;1;Poder Germinativo sin curar;2026-02-04 11:23:07.067;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:23:07.067;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9313;430411;2;Poder Germinativo curado;2026-02-04 11:23:07.067;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:23:07.067;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9314;430412;1;Poder Germinativo sin curar;2026-02-04 11:25:01.323;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:25:01.323;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9315;430412;2;Poder Germinativo curado;2026-02-04 11:25:01.323;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:25:01.323;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9316;430413;1;Poder Germinativo sin curar;2026-02-04 11:28:31.043;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:28:31.043;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9317;430413;2;Poder Germinativo curado;2026-02-04 11:28:31.043;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:28:31.043;2026-02-16 00:00:00.000;NEO 51T25;;100.0;2026;ARS;64500.0;0.0
9318;430414;1;Poder Germinativo sin curar;2026-02-04 11:31:36.290;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:31:36.290;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9319;430414;2;Poder Germinativo curado;2026-02-04 11:31:36.290;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-04 11:31:36.290;2026-02-16 00:00:00.000;NEO 51T25;;98.0;2026;ARS;64500.0;0.0
9320;430551;1;Poder Germinativo sin curar;2026-02-05 13:13:11.900;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Trigo;natural;2026-02-05 13:13:11.900;2026-02-17 00:00:00.000;ARAUCARIA;;95.0;2026;ARS;64500.0;25.0
9321;430552;1;Poder Germinativo sin curar;2026-02-05 13:14:38.057;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Trigo;natural;2026-02-05 13:14:38.057;2026-02-17 00:00:00.000;CASUARINA;;99.0;2026;ARS;64500.0;25.0
9322;430553;1;Poder Germinativo sin curar;2026-02-05 13:15:10.027;Cuenta corriente;4557;Lorena Rivas;23-69295515-7;Trigo;natural;2026-02-05 13:15:10.027;2026-02-17 00:00:00.000;PEHUEN;;98.0;2026;ARS;64500.0;25.0
9323;430567;1;Poder Germinativo sin curar;2026-02-06 14:56:49.130;Cuenta corriente;6049;Susana Molina;20-50569669-0;Centeno;natural;2026-02-06 14:56:49.130;2026-02-19 00:00:00.000;EWALD;;99.0;2026;ARS;64500.0;0.0
9324;430568;1;Poder Germinativo sin curar;2026-02-06 14:58:19.217;Cuenta corriente;6049;Susana Molina;20-50569669-0;Centeno;natural;2026-02-06 14:58:19.217;2026-02-19 00:00:00.000;EWALD;;97.0;2026;ARS;64500.0;0.0
9325;430571;1;Poder Germinativo sin curar;2026-02-06 14:53:35.807;Cuenta corriente;4712;AgroEste S.A.;33-42747037-2;Centeno;natural;2026-02-06 14:53:35.807;2026-02-19 00:00:00.000;;;79.0;2026;ARS;64500.0;10.0
9326;430572;1;Poder Germinativo sin curar;2026-02-06 14:50:01.393;Cuenta corriente;4712;AgroEste S.A.;33-42747037-2;Triticale;natural;2026-02-06 14:50:01.393;2026-02-18 00:00:00.000;;;74.0;2026;ARS;64500.0;10.0
9327;430573;1;Poder Germinativo sin curar;2026-02-06 14:50:56.790;Cuenta corriente;4712;AgroEste S.A.;33-42747037-2;Triticale;natural;2026-02-06 14:50:56.790;2026-02-18 00:00:00.000;;;66.0;2026;ARS;64500.0;10.0
9328;430574;1;Poder Germinativo sin curar;2026-02-06 14:51:52.593;Cuenta corriente;4712;AgroEste S.A.;33-42747037-2;Triticale;natural;2026-02-06 14:51:52.593;2026-02-18 00:00:00.000;;;81.0;2026;ARS;64500.0;10.0
9329;430576;1;Poder Germinativo sin curar;2026-02-09 15:38:34.703;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:38:34.703;2026-02-21 00:00:00.000;;;99.0;2026;ARS;64500.0;25.0
9330;430576;2;Poder Germinativo curado;2026-02-09 15:38:34.703;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:38:34.703;2026-02-21 00:00:00.000;;;99.0;2026;ARS;64500.0;25.0
9331;430577;1;Poder Germinativo sin curar;2026-02-09 15:39:05.570;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:39:05.570;2026-02-21 00:00:00.000;;;100.0;2026;ARS;64500.0;25.0
9332;430577;2;Poder Germinativo curado;2026-02-09 15:39:05.570;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:39:05.570;2026-02-21 00:00:00.000;;;100.0;2026;ARS;64500.0;25.0
9333;430578;1;Poder Germinativo sin curar;2026-02-09 15:39:35.620;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:39:35.620;2026-02-21 00:00:00.000;;;99.0;2026;ARS;64500.0;25.0
9334;430578;2;Poder Germinativo curado;2026-02-09 15:39:35.620;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:39:35.620;2026-02-21 00:00:00.000;;;99.0;2026;ARS;64500.0;25.0
9335;430579;1;Poder Germinativo sin curar;2026-02-09 15:40:02.747;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:40:02.747;2026-02-21 00:00:00.000;;;98.0;2026;ARS;64500.0;25.0
9336;430579;2;Poder Germinativo curado;2026-02-09 15:40:02.747;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:40:02.747;2026-02-21 00:00:00.000;;;98.0;2026;ARS;64500.0;25.0
9337;430580;1;Poder Germinativo sin curar;2026-02-09 15:40:29.197;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:40:29.197;2026-02-21 00:00:00.000;;;97.0;2026;ARS;64500.0;25.0
9338;430580;2;Poder Germinativo curado;2026-02-09 15:40:29.197;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-09 15:40:29.197;2026-02-21 00:00:00.000;;;97.0;2026;ARS;64500.0;25.0
9339;430581;14;Poder Germinativo Nidera Trigo;2026-02-10 10:18:18.473;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:18:18.473;2026-02-22 00:00:00.000;610 BAGUETTE;;99.0;2026;ARS;64500.0;0.0
9340;430581;15;Pureza Física Nidera Trigo;2026-02-10 10:18:18.473;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:18:18.473;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9341;430581;15;Pureza Física Nidera Trigo;2026-02-10 10:18:18.473;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:18:18.473;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9342;430581;14;Poder Germinativo Nidera Trigo;2026-02-10 10:18:18.473;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:18:18.473;2026-02-22 00:00:00.000;610 BAGUETTE;;99.0;2026;ARS;64500.0;0.0
9343;430582;14;Poder Germinativo Nidera Trigo;2026-02-10 10:35:32.417;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:35:32.417;2026-02-22 00:00:00.000;610 BAGUETTE;;100.0;2026;ARS;64500.0;0.0
9344;430582;15;Pureza Física Nidera Trigo;2026-02-10 10:35:32.417;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:35:32.417;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9345;430583;14;Poder Germinativo Nidera Trigo;2026-02-10 10:36:14.010;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:36:14.010;2026-02-22 00:00:00.000;610 BAGUETTE;;98.0;2026;ARS;64500.0;0.0
9346;430583;15;Pureza Física Nidera Trigo;2026-02-10 10:36:14.010;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:36:14.010;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9347;430584;14;Poder Germinativo Nidera Trigo;2026-02-10 10:36:55.767;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:36:55.767;2026-02-22 00:00:00.000;610 BAGUETTE;;100.0;2026;ARS;64500.0;0.0
9348;430584;15;Pureza Física Nidera Trigo;2026-02-10 10:36:55.767;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:36:55.767;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9349;430585;14;Poder Germinativo Nidera Trigo;2026-02-10 10:37:40.780;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:37:40.780;2026-02-22 00:00:00.000;610 BAGUETTE;;99.0;2026;ARS;64500.0;0.0
9350;430585;15;Pureza Física Nidera Trigo;2026-02-10 10:37:40.780;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:37:40.780;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9351;430586;14;Poder Germinativo Nidera Trigo;2026-02-10 10:38:47.950;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:38:47.950;2026-02-22 00:00:00.000;610 BAGUETTE;;100.0;2026;ARS;64500.0;0.0
9352;430586;15;Pureza Física Nidera Trigo;2026-02-10 10:38:47.950;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:38:47.950;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9353;430587;14;Poder Germinativo Nidera Trigo;2026-02-10 10:39:42.747;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:39:42.747;2026-02-22 00:00:00.000;610 BAGUETTE;;97.0;2026;ARS;64500.0;0.0
9354;430587;15;Pureza Física Nidera Trigo;2026-02-10 10:39:42.747;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:39:42.747;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9355;430588;14;Poder Germinativo Nidera Trigo;2026-02-10 10:40:59.763;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:40:59.763;2026-02-22 00:00:00.000;610 BAGUETTE;;99.0;2026;ARS;64500.0;0.0
9356;430588;15;Pureza Física Nidera Trigo;2026-02-10 10:40:59.763;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:40:59.763;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9357;430589;14;Poder Germinativo Nidera Trigo;2026-02-10 10:42:09.073;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:42:09.073;2026-02-22 00:00:00.000;610 BAGUETTE;;99.0;2026;ARS;64500.0;0.0
9358;430589;15;Pureza Física Nidera Trigo;2026-02-10 10:42:09.073;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:42:09.073;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9359;430589;15;Pureza Física Nidera Trigo;2026-02-10 10:42:09.073;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:42:09.073;2026-02-22 00:00:00.000;610 BAGUETTE;;;2026;ARS;57000.0;0.0
9360;430589;14;Poder Germinativo Nidera Trigo;2026-02-10 10:42:09.073;Cuenta corriente;392;Semillera del Litoral S.A.;33-94374605-9;Trigo;natural;2026-02-10 10:42:09.073;2026-02-22 00:00:00.000;610 BAGUETTE;;99.0;2026;ARS;64500.0;0.0
